comment,class
"  FIXME This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",DESIGN
  FIXME Consider fixing node_assign itself rather than single case ,DESIGN
  This is perhaps innefficient timewise? Optimal spacewise,DESIGN
  end hack,DESIGN
  ignore; job was cancelled  FIXME Is this ok?,DESIGN
  regular division with some default precision  TODO proper algorithm to set the precision,DESIGN
  TODO exec should replace the current process   This could be possible with JNA ,DESIGN
"  Sometimes the value can be retrieved at ""compile time""  If we succeed, nothing like it!   We might not  for the following reasons   1 The constant is missing,  2 The reference is a forward reference,  3 The constant's value is only known at run time on first access but, this is runtime, isn't it??   4 Our compiler isn't able to right away infer that this is a constant    SSS FIXME   1 The operand can be a literal array, range, or hash  hence Operand    because Array, Range, and Hash derive from Operand and not Constant      Is there a way to fix this impedance mismatch?  2 It should be possible to handle the forward reference case by creating a new    ForwardReference operand and then inform the scope of the forward reference    which the scope can fix up when the reference gets defined  At code gen time,    if the reference is unresolved, when a value is retrieved for the forward ref    and we get a null, we can throw a ConstMissing exception! Not sure!  ",DESIGN
"  FIXME NOT_ALLOCATABLE_ALLOCATOR is probably not right here, since we might  eventually want JavaArray to be marshallable JRUBY 414",DESIGN
  Workaround for JRUBY 2326 MRI does not enter this production for some reason  ,DESIGN
"  if body is a rescue node, inspect its pieces separately to avoid it disabling all optz  TODO this is gross ",DESIGN
  TODO This is probably BAD  ,DESIGN
"  FIXME do we really want 'declared' methods? includes private protected, and does _not_  include superclass methods",DESIGN
"  FIXME shouldn't need @__java_ovrd_methods, just query locally defined methods ",DESIGN
  FIXME Document difference between warn and warning or rename one better ,DOCUMENTATION
"  Fixme Only F_SETFL and F_GETFL is current supported  FIXME Only NONBLOCK flag is supported  FIXME F_SETFL and F_SETFD are treated as the same thing here  For the case of dup fd we   should actually have F_SETFL only affect one it is unclear how well we do, but this TODO   is here to at least document that we might need to do more work here  Mostly SETFL is   for mode changes which should persist across fork  boundaries  Since JVM has no fork   this is not a problem for us ",DOCUMENTATION
  TODO call config with scope but no frame,IMPLEMENTATION
"  TODO Ruby truncates string to specific size here, but our bytelist should handle this already?",IMPLEMENTATION
  TODO CLONE_SETUP here,IMPLEMENTATION
  TODO must override in RubyModule to pick up constants,IMPLEMENTATION
  TODO non strict option,IMPLEMENTATION
"  TODO adjust length so it won't fall in the middle   of a multi byte character MRI's sprintf c uses tables  in a modified version of regex c, which assume some  particular encoding for a given installation application   See regex c#re_mbcinit in ruby 1 8 5 p12     This is only an issue if the user specifies a precision  that causes the string to be truncated The same issue  would arise taking a substring of a ByteList backed RubyString ",IMPLEMENTATION
  FIXME \r logic needed,IMPLEMENTATION
  TODO note lack of command com support for Win 9x  ,IMPLEMENTATION
  TODO no need to calculate every time ,IMPLEMENTATION
"  FIXME create AttrReaderMethod, AttrWriterMethod, for faster attr access",IMPLEMENTATION
  TODO 3 times calculate the same value below,IMPLEMENTATION
  TODO opt for 2 and 3 ?,IMPLEMENTATION
  FIXME optimize for cases where we have no false branch,IMPLEMENTATION
  FIXME don't use RubyIO for this,IMPLEMENTATION
  FIXME after jump is not in here  Will if ever be?  Label afterJmp  new Label ;,IMPLEMENTATION
  TODO missing additional logic for dealing with conflicting protected fields ,IMPLEMENTATION
  TODO rescan code range ?,IMPLEMENTATION
 TODO deal with UNC names,IMPLEMENTATION
  TODO rescan code range ?,IMPLEMENTATION
  TODO pass this in?,IMPLEMENTATION
  FIXME missing arity check,IMPLEMENTATION
"  TODO warn ""tried to create Proc object without a block""",IMPLEMENTATION
  TODO make threadsafe,IMPLEMENTATION
"  TODO port exact behavior from MRI, and move most locking logic into ChannelDescriptor  TODO for all LOCK_NB cases, return false if they would block",IMPLEMENTATION
  TODO do something here?,IMPLEMENTATION
"  TODO pipe handler to be reopened with path and ""w"" mode",IMPLEMENTATION
  TODO check the return value here,IMPLEMENTATION
  FIXME When we get JNA3 we need to properly write this to errno ,IMPLEMENTATION
  TODO other reserved names?,IMPLEMENTATION
"  TODO better detection when path is absolute or not   If the path isn't absolute, then prepend the current working  directory to the path ",IMPLEMENTATION
  TODO deal with varargs,IMPLEMENTATION
  TODO must override in RubyModule to pick up constants,IMPLEMENTATION
  TODO Store BEGIN and END information into this node,IMPLEMENTATION
  TODO ruby locks the string here,IMPLEMENTATION
  TODO put these nil guards into tree bigger than I want to do right now ,IMPLEMENTATION
"  FIXME Should we make this work with platform's locale,  or continue hardcoding US?",IMPLEMENTATION
  FIXME Make bodyNode non null in parser,IMPLEMENTATION
  FIXME Pass block down?,IMPLEMENTATION
  TODO add trace call?,IMPLEMENTATION
  TODO call ruby method,IMPLEMENTATION
"  TODO build arg list based on number of args, optionals, etc",IMPLEMENTATION
  TODO check for ascii string,IMPLEMENTATION
  SSS FIXME Traverse up the scope hierarchy to find the constant as long as the parent is a static scope,IMPLEMENTATION
  xxx shouldn't check if valid option variable  ,IMPLEMENTATION
  SSS FIXME Should I be returning the operand constructed here?,IMPLEMENTATION
  FIXME arg_concat missing for opt_call_args ,IMPLEMENTATION
"  TODO Add IR instructions for checking method arity!  s getVariableCompiler  checkMethodArity required, opt, rest ;",IMPLEMENTATION
  TODO Add safety check for taintedness,IMPLEMENTATION
  FIXME Ruby 1 9 post args code needs to come here,IMPLEMENTATION
  TODO Make sure all appropriate open flags are added to this check ,IMPLEMENTATION
"  SSS FIXME Somewhere here, we need to record information the type of this operand as String",IMPLEMENTATION
  XXX Check if it's appropriate type?,IMPLEMENTATION
  FIXME Translate this call below!  s unwrapPassedBlock ;,IMPLEMENTATION
 subList clear ;  Sublist is supposed to share same backing store as list  TODO in RubyArray  assertTrue list size   1 ;,IMPLEMENTATION
"  SSS FIXME We need to build debug information tracking into the IR in some fashion  So, these methods below would have to have equivalents in IR_Scope implementations ",IMPLEMENTATION
  FIX replace type     with isInstanceOf   ,IMPLEMENTATION
  SSS FIXME Incomplete!,IMPLEMENTATION
  TODO no need to calculate every time ,IMPLEMENTATION
"  SSS FIXME Pick one of bytelist or string, or add internal conversion methods to convert to the default representation",IMPLEMENTATION
"  TODO check if too many open files, GC and try again",IMPLEMENTATION
"  SSS FIXME Cannot optimize this without assuming that Range to_ary method has not redefined   So for now, return null!",IMPLEMENTATION
"  TODO This and recacheRespondsTo needed to be synchronized for JRUBY 3466,  but this degraded performance nearly 2x It's still faster than MRI, but  a reanalysis of this code may show a faster way to ensure we're caching  safely ",IMPLEMENTATION
  SSS FIXME To be done,IMPLEMENTATION
  FIXME arg_concat logic missing for opt_call_args ,IMPLEMENTATION
